store_key,store_id,store_name,store_city,store_location,product_key,product_id,product_name,product_category,unit_margin,product_margin,forecasted_units_next_7_days,forecasted_units_next_30_days,demand_model_used
10,10,Maven Toys Campeche 1,Campeche,Downtown,3,3,Barrel O' Slime,Art & Crafts,2.0,2.0,25.15313054211426,109.0996790207382,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,4,4,Chutes & Ladders,Games,3.0,3.0,2.329016150169089,10.12980034621021,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,5,5,Classic Dominoes,Games,2.0,2.0,2.200055722367522,9.486116999901341,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,6,6,Colorbuds,Electronics,8.0,8.0,12.421883447390371,49.58531648605228,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,7,7,Dart Gun,Sports & Outdoors,4.0,4.0,5.876980424738065,25.047112963326818,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,8,8,Deck Of Cards,Games,3.0,3.0,19.74646230791103,83.44257920302329,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,9,9,Dino Egg,Toys,1.0,1.0,16.1735843963601,67.8831272808075,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,10,10,Dinosaur Figures,Toys,4.0,4.0,11.23259068508761,48.99662303762095,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,11,11,Etch A Sketch,Art & Crafts,10.0,10.0,2.613873933974502,10.42745107686247,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,12,12,Foam Disk Launcher,Sports & Outdoors,3.0,3.0,9.141987853467848,40.027393630389746,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,13,13,Gamer Headphones,Electronics,6.0,6.0,1.953907470388765,7.6354754666498135,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,14,14,Glass Marbles,Games,5.0,5.0,8.273578885273853,35.29394078154575,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,15,15,Hot Wheels 5-Pack,Toys,2.0,2.0,7.2379330561496875,31.030775619235197,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,16,16,Jenga,Games,7.0,7.0,2.3767561104693553,10.088225835353946,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,17,17,Kids Makeup Kit,Art & Crafts,6.0,6.0,1.9327632102275132,7.568430613760903,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,18,18,Lego Bricks,Toys,5.0,5.0,18.277377924907483,79.3718619397242,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,19,19,Magic Sand,Art & Crafts,2.0,2.0,16.15392474196387,61.96995638521948,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,20,20,Mini Basketball Hoop,Sports & Outdoors,16.0,16.0,2.1626871976689674,8.561064401730263,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,21,21,Mini Ping Pong Set,Sports & Outdoors,3.0,3.0,40.29336505730029,165.05295080702084,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,22,22,Monopoly,Games,6.0,6.0,11.128061994327371,64.7960894841524,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,23,23,Mr. Potatohead,Toys,5.0,5.0,5.275170279617109,22.001395623608598,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,24,24,Nerf Gun,Sports & Outdoors,5.0,5.0,16.538613398418434,73.41099395665111,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,25,25,Playdoh Can,Art & Crafts,1.0,1.0,18.161953431936727,80.20733972808068,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,26,26,Playdoh Playset,Art & Crafts,4.0,4.0,1.3998687672078864,5.526374196704852,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,27,27,Playdoh Toolkit,Art & Crafts,1.0,1.0,2.6639180233529167,10.81673750220883,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,28,28,Playfoam,Art & Crafts,7.0,7.0,14.616762230234288,63.95422656506966,fallback_product_average_per_active_store
10,10,Maven Toys Campeche 1,Campeche,Downtown,29,29,Plush Pony,Toys,11.0,11.0,0.6203110069016509,2.309174866170616,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,30,30,Rubik's Cube,Games,2.0,2.0,20.793928373599982,91.16955459425884,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,31,31,Splash Balls,Sports & Outdoors,1.0,1.0,13.042688189547198,55.15251098898532,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,32,32,Supersoaker Water Gun,Sports & Outdoors,3.0,3.0,0.5105402437795733,1.9816285564432041,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,33,33,Teddy Bear,Toys,2.0,2.0,1.3202012326844221,5.850581159030966,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,34,34,Toy Robot,Electronics,5.0,5.0,2.163990228685753,9.217393355821233,product_store_holt_winters_weekly_additive
10,10,Maven Toys Campeche 1,Campeche,Downtown,35,35,Uno Card Game,Games,4.0,4.0,1.5771053452884165,7.016919782346311,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,1,1,Action Figure,Toys,6.0,6.0,5.2474679317982496,22.567411906683308,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,2,2,Animal Figures,Toys,3.0,3.0,4.401098824292262,17.84791127154877,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,3,3,Barrel O' Slime,Art & Crafts,2.0,2.0,19.425676734178314,77.65519636076051,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,4,4,Chutes & Ladders,Games,3.0,3.0,1.530701325523938,6.721580201032465,fallback_product_average_per_active_store
26,26,Maven Toys Campeche 2,Campeche,Commercial,5,5,Classic Dominoes,Games,2.0,2.0,1.565514773355076,6.579016067363082,fallback_product_average_per_active_store
26,26,Maven Toys Campeche 2,Campeche,Commercial,6,6,Colorbuds,Electronics,8.0,8.0,1.8257757582547223,8.201676094478534,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,7,7,Dart Gun,Sports & Outdoors,4.0,4.0,2.095424737652568,8.6153923547864,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,8,8,Deck Of Cards,Games,3.0,3.0,10.986388323515671,45.389097791845074,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,9,9,Dino Egg,Toys,1.0,1.0,8.401765912468434,34.70025056031516,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,10,10,Dinosaur Figures,Toys,4.0,4.0,6.453204901102858,27.37517660437007,fallback_product_average_per_active_store
26,26,Maven Toys Campeche 2,Campeche,Commercial,11,11,Etch A Sketch,Art & Crafts,10.0,10.0,3.206837123433297,13.496483559039337,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,12,12,Foam Disk Launcher,Sports & Outdoors,3.0,3.0,3.1369752966093563,12.379779444896021,fallback_product_average_per_active_store
26,26,Maven Toys Campeche 2,Campeche,Commercial,13,13,Gamer Headphones,Electronics,6.0,6.0,5.650119696924458,24.027381403442813,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,14,14,Glass Marbles,Games,5.0,5.0,1.216762648844975,5.213335166348395,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,15,15,Hot Wheels 5-Pack,Toys,2.0,2.0,7.232777990295726,30.945688273747216,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,16,16,Jenga,Games,7.0,7.0,3.5078021433915,15.04227229663729,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,17,17,Kids Makeup Kit,Art & Crafts,6.0,6.0,1.5590061557742052,6.542248467590874,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,18,18,Lego Bricks,Toys,5.0,5.0,10.659631254691144,45.936443286662545,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,19,19,Magic Sand,Art & Crafts,2.0,2.0,24.47576252509961,107.20415262806651,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,20,20,Mini Basketball Hoop,Sports & Outdoors,16.0,16.0,0.5881716292202204,2.40470849963486,fallback_product_average_per_active_store
26,26,Maven Toys Campeche 2,Campeche,Commercial,21,21,Mini Ping Pong Set,Sports & Outdoors,3.0,3.0,24.18682710502629,108.50042540470135,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,22,22,Monopoly,Games,6.0,6.0,1.9472340159336299,8.307847694341627,fallback_product_average_per_active_store
26,26,Maven Toys Campeche 2,Campeche,Commercial,23,23,Mr. Potatohead,Toys,5.0,5.0,1.7502876315474,7.499229175414416,fallback_product_average_per_active_store
26,26,Maven Toys Campeche 2,Campeche,Commercial,24,24,Nerf Gun,Sports & Outdoors,5.0,5.0,7.7692192263548945,34.1990709863918,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,25,25,Playdoh Can,Art & Crafts,1.0,1.0,19.25370374363661,83.70347433241486,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,26,26,Playdoh Playset,Art & Crafts,4.0,4.0,4.187025997220079,18.127704165789147,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,27,27,Playdoh Toolkit,Art & Crafts,1.0,1.0,2.0416088510668575,8.489278094915225,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,28,28,Playfoam,Art & Crafts,7.0,7.0,14.616762230234288,63.95422656506966,fallback_product_average_per_active_store
26,26,Maven Toys Campeche 2,Campeche,Commercial,29,29,Plush Pony,Toys,11.0,11.0,0.9472015285823909,3.7654644146490956,fallback_product_average_per_active_store
26,26,Maven Toys Campeche 2,Campeche,Commercial,30,30,Rubik's Cube,Games,2.0,2.0,10.773211492992155,46.1932885308774,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,31,31,Splash Balls,Sports & Outdoors,1.0,1.0,6.784721549397177,28.864669505680144,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,32,32,Supersoaker Water Gun,Sports & Outdoors,3.0,3.0,1.0627248687201423,4.20304532758313,fallback_product_average_per_active_store
26,26,Maven Toys Campeche 2,Campeche,Commercial,33,33,Teddy Bear,Toys,2.0,2.0,0.9032072310520833,4.228424952641406,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,34,34,Toy Robot,Electronics,5.0,5.0,2.2134420961092336,10.37172808509064,product_store_holt_winters_weekly_additive
26,26,Maven Toys Campeche 2,Campeche,Commercial,35,35,Uno Card Game,Games,4.0,4.0,1.3114588019562041,5.6556810998725595,fallback_product_average_per_active_store
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,1,1,Action Figure,Toys,6.0,6.0,15.288985934136871,65.01644976885973,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,2,2,Animal Figures,Toys,3.0,3.0,6.803331773718209,28.62825655964036,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,3,3,Barrel O' Slime,Art & Crafts,2.0,2.0,26.26872035593804,116.64599610276173,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,4,4,Chutes & Ladders,Games,3.0,3.0,2.146929049003606,9.11947094634334,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,5,5,Classic Dominoes,Games,2.0,2.0,2.0454069411305977,8.336814760834727,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,6,6,Colorbuds,Electronics,8.0,8.0,9.636362884375677,39.889299411871406,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,7,7,Dart Gun,Sports & Outdoors,4.0,4.0,2.406429840243947,9.347735837240013,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,8,8,Deck Of Cards,Games,3.0,3.0,10.583473300584636,43.208950446170164,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,9,9,Dino Egg,Toys,1.0,1.0,12.39996301545175,52.59936201267293,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,10,10,Dinosaur Figures,Toys,4.0,4.0,7.9540773222812895,33.06711771069531,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,11,11,Etch A Sketch,Art & Crafts,10.0,10.0,3.7460670216198757,16.04966290991045,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,12,12,Foam Disk Launcher,Sports & Outdoors,3.0,3.0,3.1369752966093563,12.379779444896021,fallback_product_average_per_active_store
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,13,13,Gamer Headphones,Electronics,6.0,6.0,9.675543344753418,42.592585388307015,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,14,14,Glass Marbles,Games,5.0,5.0,2.313631872435238,9.034783059554488,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,15,15,Hot Wheels 5-Pack,Toys,2.0,2.0,4.3087082523709075,17.30664439265814,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,16,16,Jenga,Games,7.0,7.0,3.6871398736654544,15.746966733433986,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,17,17,Kids Makeup Kit,Art & Crafts,6.0,6.0,0.5566054009883256,2.1404719208390817,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,18,18,Lego Bricks,Toys,5.0,5.0,13.410800084040027,60.14198455739408,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,19,19,Magic Sand,Art & Crafts,2.0,2.0,35.874707689134276,158.29268364974862,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,20,20,Mini Basketball Hoop,Sports & Outdoors,16.0,16.0,0.5881716292202204,2.40470849963486,fallback_product_average_per_active_store
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,21,21,Mini Ping Pong Set,Sports & Outdoors,3.0,3.0,5.811554585057275,23.923448685772268,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,22,22,Monopoly,Games,6.0,6.0,1.9472340159336299,8.307847694341627,fallback_product_average_per_active_store
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,23,23,Mr. Potatohead,Toys,5.0,5.0,1.7502876315474,7.499229175414416,fallback_product_average_per_active_store
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,24,24,Nerf Gun,Sports & Outdoors,5.0,5.0,9.07745870671339,39.83649935759303,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,25,25,Playdoh Can,Art & Crafts,1.0,1.0,23.42835765879836,98.96844078809394,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,26,26,Playdoh Playset,Art & Crafts,4.0,4.0,1.322334613317683,5.591374340185302,fallback_product_average_per_active_store
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,27,27,Playdoh Toolkit,Art & Crafts,1.0,1.0,6.022810884298265,25.90870368728665,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,28,28,Playfoam,Art & Crafts,7.0,7.0,14.616762230234288,63.95422656506966,fallback_product_average_per_active_store
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,29,29,Plush Pony,Toys,11.0,11.0,0.9472015285823909,3.7654644146490956,fallback_product_average_per_active_store
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,30,30,Rubik's Cube,Games,2.0,2.0,7.954628664156689,33.39312911726314,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,31,31,Splash Balls,Sports & Outdoors,1.0,1.0,19.32465582862968,88.41261718049162,product_store_holt_winters_weekly_additive
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,32,32,Supersoaker Water Gun,Sports & Outdoors,3.0,3.0,1.0627248687201423,4.20304532758313,fallback_product_average_per_active_store
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,33,33,Teddy Bear,Toys,2.0,2.0,1.3287515464376476,5.723804914827869,fallback_product_average_per_active_store
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,34,34,Toy Robot,Electronics,5.0,5.0,2.2903871365584716,9.51892421765915,fallback_product_average_per_active_store
12,12,Maven Toys Chetumal 1,Chetumal,Downtown,35,35,Uno Card Game,Games,4.0,4.0,1.3114588019562041,5.6556810998725595,fallback_product_average_per_active_store
23,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,1,1,Action Figure,Toys,6.0,6.0,5.9579250417004985,24.601519383131006,product_store_holt_winters_weekly_additive
23,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,2,2,Animal Figures,Toys,3.0,3.0,5.825711948458145,24.82431321156015,product_store_holt_winters_weekly_additive
23,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,3,3,Barrel O' Slime,Art & Crafts,2.0,2.0,17.081569995022416,70.51846662582672,product_store_holt_winters_weekly_additive
23,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,4,4,Chutes & Ladders,Games,3.0,3.0,1.530701325523938,6.721580201032465,fallback_product_average_per_active_store
23,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,5,5,Classic Dominoes,Games,2.0,2.0,1.3006778910653356,5.298907153344194,product_store_holt_winters_weekly_additive
23,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,6,6,Colorbuds,Electronics,8.0,8.0,1.8185964572832547,6.9458753639414725,product_store_holt_winters_weekly_additive
23,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,7,7,Dart Gun,Sports & Outdoors,4.0,4.0,3.3355907746910836,13.480623338622529,product_store_holt_winters_weekly_additive
23,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,8,8,Deck Of Cards,Games,3.0,3.0,13.81030634924525,56.75385663702276,product_store_holt_winters_weekly_additive
23,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,9,9,Dino Egg,Toys,1.0,1.0,7.173166331800472,29.94210847457338,product_store_holt_winters_weekly_additive
23,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,10,10,Dinosaur Figures,Toys,4.0,4.0,5.262593123329438,22.536376208206175,product_store_holt_winters_weekly_additive
23,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,11,11,Etch A Sketch,Art & Crafts,10.0,10.0,2.938819693426961,11.721894939398622,fallback_product_average_per_active_store
23,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,12,12,Foam Disk Launcher,Sports & Outdoors,3.0,3.0,3.1369752966093563,12.379779444896021,fallback_product_average_per_active_store
23,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,13,13,Gamer Headphones,Electronics,6.0,6.0,7.669078345383541,31.465894081485892,product_store_holt_winters_weekly_additive
23,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,14,14,Glass Marbles,Games,5.0,5.0,2.0864647887593546,9.106665056452789,product_store_holt_winters_weekly_additive
23,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,15,15,Hot Wheels 5-Pack,Toys,2.0,2.0,2.1715459474105927,9.17181975394807,product_store_holt_winters_weekly_additive
23,23,Maven Toys Chihuahua 1,Chihuahua,Commercial,16,16,Jenga,Games,7.0,7.0,0.946813496630976,3.4981458034288893,product_store_holt_winters_weekly_additive
