latest_date,store_key,store_id,store_name,store_city,store_location,product_key,product_id,product_name,product_category,current_stock,latest_stock_status,out_of_stock_flag,restock_risk_flag,is_out_of_stock,is_restock_risk,unit_margin,product_margin
2023-08-25,3,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,16,16,Jenga,Games,0,unknown,1,1,0.0,0.0,7.0,7.0
2023-08-03,3,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,17,17,Kids Makeup Kit,Art & Crafts,1,LOW_STOCK,0,1,0.0,1.0,6.0,6.0
2023-09-06,3,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,18,18,Lego Bricks,Toys,52,HIGH_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-26,3,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,19,19,Magic Sand,Art & Crafts,33,NORMAL_STOCK,0,0,0.0,0.0,2.0,2.0
2023-09-28,3,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,21,21,Mini Ping Pong Set,Sports & Outdoors,3,LOW_STOCK,0,1,0.0,1.0,3.0,3.0
2023-09-10,3,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,23,23,Mr. Potatohead,Toys,13,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-28,3,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,24,24,Nerf Gun,Sports & Outdoors,15,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-18,3,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,25,25,Playdoh Can,Art & Crafts,44,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-08-09,3,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,26,26,Playdoh Playset,Art & Crafts,13,NORMAL_STOCK,0,0,0.0,0.0,4.0,4.0
2023-09-17,3,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,27,27,Playdoh Toolkit,Art & Crafts,23,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-09-21,3,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,28,28,Playfoam,Art & Crafts,10,LOW_STOCK,0,1,0.0,1.0,7.0,7.0
2023-09-29,3,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,29,29,Plush Pony,Toys,0,OUT_OF_STOCK,1,1,1.0,1.0,11.0,11.0
2023-09-29,3,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,30,30,Rubik's Cube,Games,43,NORMAL_STOCK,0,0,0.0,0.0,2.0,2.0
2023-09-28,3,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,31,31,Splash Balls,Sports & Outdoors,29,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-02-22,3,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,32,32,Supersoaker Water Gun,Sports & Outdoors,4,LOW_STOCK,0,1,0.0,1.0,3.0,3.0
2023-07-08,3,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,33,33,Teddy Bear,Toys,4,LOW_STOCK,0,1,0.0,1.0,2.0,2.0
2023-07-22,3,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,34,34,Toy Robot,Electronics,7,LOW_STOCK,0,1,0.0,1.0,5.0,5.0
2023-09-29,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,1,1,Action Figure,Toys,2,LOW_STOCK,0,1,0.0,1.0,6.0,6.0
2023-09-25,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,2,2,Animal Figures,Toys,18,NORMAL_STOCK,0,0,0.0,0.0,3.0,3.0
2023-09-29,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,3,3,Barrel O' Slime,Art & Crafts,6,LOW_STOCK,0,1,0.0,1.0,2.0,2.0
2023-09-22,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,4,4,Chutes & Ladders,Games,2,LOW_STOCK,0,1,0.0,1.0,3.0,3.0
2023-08-19,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,5,5,Classic Dominoes,Games,14,NORMAL_STOCK,0,0,0.0,0.0,2.0,2.0
2023-09-28,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,6,6,Colorbuds,Electronics,44,NORMAL_STOCK,0,0,0.0,0.0,8.0,8.0
2023-09-29,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,7,7,Dart Gun,Sports & Outdoors,9,LOW_STOCK,0,1,0.0,1.0,4.0,4.0
2023-09-30,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,8,8,Deck Of Cards,Games,15,NORMAL_STOCK,0,0,0.0,0.0,3.0,3.0
2023-09-29,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,9,9,Dino Egg,Toys,27,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-09-29,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,10,10,Dinosaur Figures,Toys,8,LOW_STOCK,0,1,0.0,1.0,4.0,4.0
2023-09-14,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,11,11,Etch A Sketch,Art & Crafts,3,LOW_STOCK,0,1,0.0,1.0,10.0,10.0
2023-09-12,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,12,12,Foam Disk Launcher,Sports & Outdoors,7,LOW_STOCK,0,1,0.0,1.0,3.0,3.0
2023-09-22,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,13,13,Gamer Headphones,Electronics,4,LOW_STOCK,0,1,0.0,1.0,6.0,6.0
2023-09-18,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,14,14,Glass Marbles,Games,4,LOW_STOCK,0,1,0.0,1.0,5.0,5.0
2023-09-25,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,15,15,Hot Wheels 5-Pack,Toys,9,LOW_STOCK,0,1,0.0,1.0,2.0,2.0
2023-07-10,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,16,16,Jenga,Games,8,LOW_STOCK,0,1,0.0,1.0,7.0,7.0
2023-09-27,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,17,17,Kids Makeup Kit,Art & Crafts,2,LOW_STOCK,0,1,0.0,1.0,6.0,6.0
2023-09-25,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,18,18,Lego Bricks,Toys,17,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-29,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,19,19,Magic Sand,Art & Crafts,2,LOW_STOCK,0,1,0.0,1.0,2.0,2.0
2023-09-15,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,20,20,Mini Basketball Hoop,Sports & Outdoors,13,NORMAL_STOCK,0,0,0.0,0.0,16.0,16.0
2023-09-22,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,21,21,Mini Ping Pong Set,Sports & Outdoors,24,NORMAL_STOCK,0,0,0.0,0.0,3.0,3.0
2023-07-20,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,22,22,Monopoly,Games,5,LOW_STOCK,0,1,0.0,1.0,6.0,6.0
2023-09-18,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,23,23,Mr. Potatohead,Toys,26,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-30,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,24,24,Nerf Gun,Sports & Outdoors,20,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-30,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,25,25,Playdoh Can,Art & Crafts,18,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-08-19,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,26,26,Playdoh Playset,Art & Crafts,10,LOW_STOCK,0,1,0.0,1.0,4.0,4.0
2023-09-27,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,27,27,Playdoh Toolkit,Art & Crafts,19,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-09-30,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,28,28,Playfoam,Art & Crafts,6,LOW_STOCK,0,1,0.0,1.0,7.0,7.0
2023-08-18,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,29,29,Plush Pony,Toys,20,NORMAL_STOCK,0,0,0.0,0.0,11.0,11.0
2023-09-29,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,30,30,Rubik's Cube,Games,28,NORMAL_STOCK,0,0,0.0,0.0,2.0,2.0
2023-09-30,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,31,31,Splash Balls,Sports & Outdoors,35,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-09-15,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,32,32,Supersoaker Water Gun,Sports & Outdoors,6,LOW_STOCK,0,1,0.0,1.0,3.0,3.0
2023-04-15,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,33,33,Teddy Bear,Toys,2,LOW_STOCK,0,1,0.0,1.0,2.0,2.0
2023-09-28,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,34,34,Toy Robot,Electronics,0,OUT_OF_STOCK,1,1,1.0,1.0,5.0,5.0
2023-08-07,4,4,Maven Toys Saltillo 1,Saltillo,Downtown,35,35,Uno Card Game,Games,4,LOW_STOCK,0,1,0.0,1.0,4.0,4.0
2023-09-21,5,5,Maven Toys La Paz 1,La Paz,Downtown,1,1,Action Figure,Toys,8,LOW_STOCK,0,1,0.0,1.0,6.0,6.0
2023-09-15,5,5,Maven Toys La Paz 1,La Paz,Downtown,2,2,Animal Figures,Toys,14,NORMAL_STOCK,0,0,0.0,0.0,3.0,3.0
2023-09-29,5,5,Maven Toys La Paz 1,La Paz,Downtown,3,3,Barrel O' Slime,Art & Crafts,3,LOW_STOCK,0,1,0.0,1.0,2.0,2.0
2022-08-19,5,5,Maven Toys La Paz 1,La Paz,Downtown,5,5,Classic Dominoes,Games,0,unknown,1,1,0.0,0.0,2.0,2.0
2023-09-22,5,5,Maven Toys La Paz 1,La Paz,Downtown,6,6,Colorbuds,Electronics,12,NORMAL_STOCK,0,0,0.0,0.0,8.0,8.0
2023-09-08,5,5,Maven Toys La Paz 1,La Paz,Downtown,7,7,Dart Gun,Sports & Outdoors,30,NORMAL_STOCK,0,0,0.0,0.0,4.0,4.0
2023-09-08,5,5,Maven Toys La Paz 1,La Paz,Downtown,8,8,Deck Of Cards,Games,27,NORMAL_STOCK,0,0,0.0,0.0,3.0,3.0
2023-09-22,5,5,Maven Toys La Paz 1,La Paz,Downtown,9,9,Dino Egg,Toys,31,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-09-17,5,5,Maven Toys La Paz 1,La Paz,Downtown,10,10,Dinosaur Figures,Toys,39,NORMAL_STOCK,0,0,0.0,0.0,4.0,4.0
2023-09-27,5,5,Maven Toys La Paz 1,La Paz,Downtown,11,11,Etch A Sketch,Art & Crafts,0,OUT_OF_STOCK,1,1,1.0,1.0,10.0,10.0
2023-09-30,5,5,Maven Toys La Paz 1,La Paz,Downtown,12,12,Foam Disk Launcher,Sports & Outdoors,0,OUT_OF_STOCK,1,1,1.0,1.0,3.0,3.0
2023-08-16,5,5,Maven Toys La Paz 1,La Paz,Downtown,13,13,Gamer Headphones,Electronics,17,NORMAL_STOCK,0,0,0.0,0.0,6.0,6.0
2023-09-01,5,5,Maven Toys La Paz 1,La Paz,Downtown,14,14,Glass Marbles,Games,14,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-21,5,5,Maven Toys La Paz 1,La Paz,Downtown,15,15,Hot Wheels 5-Pack,Toys,0,OUT_OF_STOCK,1,1,1.0,1.0,2.0,2.0
2023-07-15,5,5,Maven Toys La Paz 1,La Paz,Downtown,16,16,Jenga,Games,0,unknown,1,1,0.0,0.0,7.0,7.0
2023-09-27,5,5,Maven Toys La Paz 1,La Paz,Downtown,17,17,Kids Makeup Kit,Art & Crafts,7,LOW_STOCK,0,1,0.0,1.0,6.0,6.0
2023-09-21,5,5,Maven Toys La Paz 1,La Paz,Downtown,18,18,Lego Bricks,Toys,9,LOW_STOCK,0,1,0.0,1.0,5.0,5.0
2023-09-24,5,5,Maven Toys La Paz 1,La Paz,Downtown,19,19,Magic Sand,Art & Crafts,18,NORMAL_STOCK,0,0,0.0,0.0,2.0,2.0
2022-02-06,5,5,Maven Toys La Paz 1,La Paz,Downtown,20,20,Mini Basketball Hoop,Sports & Outdoors,0,unknown,1,1,0.0,0.0,16.0,16.0
2023-09-30,5,5,Maven Toys La Paz 1,La Paz,Downtown,21,21,Mini Ping Pong Set,Sports & Outdoors,0,OUT_OF_STOCK,1,1,1.0,1.0,3.0,3.0
2023-08-29,5,5,Maven Toys La Paz 1,La Paz,Downtown,23,23,Mr. Potatohead,Toys,11,NORMAL_STOCK,0,0,0.0,0.0,5.0,5.0
2023-08-28,5,5,Maven Toys La Paz 1,La Paz,Downtown,24,24,Nerf Gun,Sports & Outdoors,60,HIGH_STOCK,0,0,0.0,0.0,5.0,5.0
2023-09-28,5,5,Maven Toys La Paz 1,La Paz,Downtown,25,25,Playdoh Can,Art & Crafts,9,LOW_STOCK,0,1,0.0,1.0,1.0,1.0
2023-08-17,5,5,Maven Toys La Paz 1,La Paz,Downtown,26,26,Playdoh Playset,Art & Crafts,4,LOW_STOCK,0,1,0.0,1.0,4.0,4.0
2023-09-05,5,5,Maven Toys La Paz 1,La Paz,Downtown,27,27,Playdoh Toolkit,Art & Crafts,45,NORMAL_STOCK,0,0,0.0,0.0,1.0,1.0
2023-09-29,5,5,Maven Toys La Paz 1,La Paz,Downtown,28,28,Playfoam,Art & Crafts,0,OUT_OF_STOCK,1,1,1.0,1.0,7.0,7.0
2023-09-30,5,5,Maven Toys La Paz 1,La Paz,Downtown,29,29,Plush Pony,Toys,8,LOW_STOCK,0,1,0.0,1.0,11.0,11.0
2023-09-21,5,5,Maven Toys La Paz 1,La Paz,Downtown,30,30,Rubik's Cube,Games,39,NORMAL_STOCK,0,0,0.0,0.0,2.0,2.0
